endereco_tse,cep,Logradouro,Tipo Logradouro,id_bairro
"RUA JOÃO PESSOA, S/N",59196000,RUA JOÃO PESSOA,RUA,70
"RUA MARGARIDA RIBEIRO, 16",95860000,RUA MARGARIDA RIBEIRO,RUA,24
"RUA HUMBERTO MATTIOLLI, 78",88350140,RUA HUMBERTO MATTIOLLI,RUA,90
"RUA 07, QD. 33-A, LT. 04",77760000,RUA 07,RUA,36
"CONJUNTO ALBANO FRANCO, S/N",49970000,CONJUNTO ALBANO FRANCO,CONJUNTO,88
"RUA JOÃO AMÂNCIO, 214 - EDIFÍCIO DO FÓRUM",28637000,RUA JOÃO AMÂNCIO,RUA,29
"RUA 03 DE MAIO, 1.397",69925000,RUA 03 DE MAIO,RUA,15
"RUA DOS GUARARAPES, 20, (PRAÇA DE EVENTOS)",56600000,RUA DOS GUARARAPES,RUA,29
"RUA JACKCEIA DE ANDRADE, N. 66",89110000,RUA JACKCEIA DE ANDRADE,RUA,97
"RUA SANTO AMARO, 620",78850000,RUA SANTO AMARO,RUA,99
"RUA FRANCISCO JORGE, 2112",14400840,RUA FRANCISCO JORGE,RUA,7
RUA GETULIO VARGAS 104,26255060,RUA GETULIO VARGAS 104,RUA,17
"RUA MONSENHOR FURTADO, 512.",62280000,RUA MONSENHOR FURTADO,RUA,33
RUA MIGUEL LEMOS 97 - 1 ANDAR,22071000,RUA MIGUEL LEMOS 97 - 1 ANDAR,RUA,78
"RUA JOSÉ IGNÁCIO, 329",12940630,RUA JOSÉ IGNÁCIO,RUA,50
RUA RUI BARBOSA 126 SALA 208,95185000,RUA RUI BARBOSA 126 SALA 208,RUA,39
RUA DIAS DA CRUZ 720-A,20720013,RUA DIAS DA CRUZ 720-A,RUA,87
"ESTRADA DE ITAPECERICA, 2720",5835004,ESTRADA DE ITAPECERICA,ESTRADA,90
"PRAÇA DR. MÁRIO LINS, 76",14680000,PRAÇA DR. MÁRIO LINS,PRAÇA,43
"RUA OLEGÁRIO MACIEL, 203 - SALAS 804/805",38700122,RUA OLEGÁRIO MACIEL,RUA,62
"RUA LAURA, 59",9040240,RUA LAURA,RUA,37
RUA PARSONDAS DE CARVALHO SN,65936000,RUA PARSONDAS DE CARVALHO SN,RUA,78
RUA MOISÉS ABRAÃO 124,23815460,RUA MOISÉS ABRAÃO 124,RUA,83
"RUA MANOEL JOSÉ DE MATOS PEREIRA, 176",95560000,RUA MANOEL JOSÉ DE MATOS PEREIRA,RUA,26
"RUA BORGES DE MEDEIROS, 690",95290000,RUA BORGES DE MEDEIROS,RUA,30
"RUA GARIBALDI, 596",95080190,RUA GARIBALDI,RUA,42
"RUA AFONSO PENA, N 09",65765000,RUA AFONSO PENA,RUA,65
"RUA BARÃO DO TRIUNFO, 459 - CENTRO EXECUTIVO- SALA 07",15900000,RUA BARÃO DO TRIUNFO,RUA,20
"RUA S, S/N - LOTEAMENTO ARATU",47800000,RUA S,RUA,99
"RUA ANTÔNIO CARLOS DE CARVALHO, 72",37220000,RUA ANTÔNIO CARLOS DE CARVALHO,RUA,21
"RUA LEVINDO PEREIRA, 100",35920000,RUA LEVINDO PEREIRA,RUA,49
"RUA CIRIACO CAPITALUCCI, 181",37260000,RUA CIRIACO CAPITALUCCI,RUA,67
"RUA SANTO ANTONIO, 875",84430000,RUA SANTO ANTONIO,RUA,91
"RUA LUIZ MESTRE, S/N, CENTRO",56670000,RUA LUIZ MESTRE,RUA,63
"RUA PROFESSOR BEM, 1167 CENTRO",64260000,RUA PROFESSOR BEM,RUA,52
"PRAÇA CORONEL ORESTES NÓBREGA, 11",37650000,PRAÇA CORONEL ORESTES NÓBREGA,PRAÇA,33
"RUA SÃO JOÃO EVANGELISTA, 525",62680000,RUA SÃO JOÃO EVANGELISTA,RUA,23
"RUA EDMUNDO BISCHOFF, 318, SALA 1",97200000,RUA EDMUNDO BISCHOFF,RUA,89
"RUA GERVASIO DE OLIVEIRA LIMA, N 147",57312620,RUA GERVASIO DE OLIVEIRA LIMA,RUA,43
"RUA PASCOAL CARRAZZONE, 198",55920000,RUA PASCOAL CARRAZZONE,RUA,95
"RUA LUÍS LINCOLN DE OLIVEIRA,280 A, CENTRO",16700000,RUA LUÍS LINCOLN DE OLIVEIRA,RUA,15
"RUA JOSE DE SOUZA NOGUEIRA, 123 FÓRUM SILVIO BENICIO",45760000,RUA JOSE DE SOUZA NOGUEIRA,RUA,47
"RUA VISCONDE DO RIO BRANCO, S/N",68200000,RUA VISCONDE DO RIO BRANCO,RUA,63
"RUA DR. MANOEL DE ALMEIDA BELO, 1091",53030030,RUA DR. MANOEL DE ALMEIDA BELO,RUA,6
"RUA JOSÉ DE ALENCAR, 48",6840020,RUA JOSÉ DE ALENCAR,RUA,2
"RUA GUARANÓPOLIS, 108",69190000,RUA GUARANÓPOLIS,RUA,45
"RUA JOSE FACUNDO LEITE, S/N",63580000,RUA JOSE FACUNDO LEITE,RUA,10
"RUA ANTONIO DE QUADROS, 4243",85560000,RUA ANTONIO DE QUADROS,RUA,65
"RUA DR. EDILBERTO QUINTELA VIEIRA LINS, 109",45460000,RUA DR. EDILBERTO QUINTELA VIEIRA LINS,RUA,96
"RUA DIAS D' ÁVILA, N 10, CENTRO",64830000,RUA DIAS D' ÁVILA,RUA,35
"RUA OLAVO BILAC, 466",16210000,RUA OLAVO BILAC,RUA,63
"PRAÇA DA MATRIZ, 89, CENTRO, ITANHOMI/MG",35120000,PRAÇA DA MATRIZ,PRAÇA,7
RUA UMBELINO FONSECA QD 83 LT 11/12,75909090,RUA UMBELINO FONSECA QD 83 LT 11/12,RUA,67
"RUA FRANCISCO PIERETTI, 211",79740000,RUA FRANCISCO PIERETTI,RUA,59
"RUA BARÃO DO RIO BRANCO, 1309",68790000,RUA BARÃO DO RIO BRANCO,RUA,21
"RUA PROFESSOR BRITO, 200",13250060,RUA PROFESSOR BRITO,RUA,37
"RUA CÂNDIDO DE SOUZA, 87",58225000,RUA CÂNDIDO DE SOUZA,RUA,44
"RUA BÉLGICA, 440",17700000,RUA BÉLGICA,RUA,85
"RUA PAULO LOPES LEÃO, 166",8210520,RUA PAULO LOPES LEÃO,RUA,73
RUA MIGUEL LEMOS 97  3 ANDAR,22071000,RUA MIGUEL LEMOS 97  3 ANDAR,RUA,7
"RUA VINTE E QUATRO DE JANEIRO, 243, NORTE",64000080,RUA VINTE E QUATRO DE JANEIRO,RUA,61
"RUA DOS CURIÓS, 1206",78890000,RUA DOS CURIÓS,RUA,7
"RUA CÔNEGO ANSELMO VALVEKENS, 156",17201250,RUA CÔNEGO ANSELMO VALVEKENS,RUA,44
"RUA MELQUIADES FÉLIX DE SOUZA, 150, SERRAMAR",29330000,RUA MELQUIADES FÉLIX DE SOUZA,RUA,39
"RUA ERNESTO ALVES, 1780",95600000,RUA ERNESTO ALVES,RUA,23
PRAÇA DIOGO TELLES CAVALCANTE N 198 EDIFICIO DO FÓRUM,73790000,PRAÇA DIOGO TELLES CAVALCANTE N 198 EDIFICIO DO FÓRUM,PRAÇA,28
"RUA CEL PORTO, S/N",63460000,RUA CEL PORTO,RUA,28
"RUA ELÍSIO FERREIRA, 506",3964010,RUA ELÍSIO FERREIRA,RUA,91
"PRAÇA FIRMINO BORGES ESCADA, 100, CENTRO, LORENA/SP",12600480,PRAÇA FIRMINO BORGES ESCADA,PRAÇA,55
"RUA SÃO JOSÉ, 147",55570000,RUA SÃO JOSÉ,RUA,17
"PRAÇA DO ESTUDANTE, S/N - DE 08H ÀS 13H",68450000,PRAÇA DO ESTUDANTE,PRAÇA,1
RODOVIA LUCIANO MEDEIROS 568 - EDIFICIO DO FORUM,26650000,RODOVIA LUCIANO MEDEIROS 568 - EDIFICIO DO FORUM,RODOVIA,79
RUA OLÍVIO FERREIRA DE AZEVEDO 263,55016839,RUA OLÍVIO FERREIRA DE AZEVEDO 263,RUA,75
RUA CAFÉ FILHO N. 083,76920000,RUA CAFÉ FILHO N. 083,RUA,5
"RUA JOAQUIM SOARES MONTEIRO, 001 - EDIFÍCIO DO FORUM",28570000,RUA JOAQUIM SOARES MONTEIRO,RUA,85
"RUA ARTHUR BERNARDES, 4032",79430000,RUA ARTHUR BERNARDES,RUA,39
"RUA PREFEITO JOÃO LUIZ DE CARVALHO, 641",38840000,RUA PREFEITO JOÃO LUIZ DE CARVALHO,RUA,51
"RUA CASTRO ALVES, S/N,  FÓRUM ALVES DE MACÊDO",45745000,RUA CASTRO ALVES,RUA,25
"RUA PROF. BARROSO DO AMARAL, 32",4937010,RUA PROF. BARROSO DO AMARAL,RUA,89
"RUA MINISTRO ERNESTO SIMÕES FILHO, 315",48110000,RUA MINISTRO ERNESTO SIMÕES FILHO,RUA,6
"RUA JOAO PAROLIN, 55",80220290,RUA JOAO PAROLIN,RUA,74
"RUA PEDRO THIAGO, 327",48700000,RUA PEDRO THIAGO,RUA,89
"PRAÇA MAÇONARIA, S/N",18040295,PRAÇA MAÇONARIA,PRAÇA,8
"RUA ROMUALDO CHIAROTTI, 430 - FORUM",86410000,RUA ROMUALDO CHIAROTTI,RUA,44
"RUA EUCLIDES DA CUNHA, 21",19400000,RUA EUCLIDES DA CUNHA,RUA,13
"RUA BRASIL, 53",36400000,RUA BRASIL,RUA,64
"RUA MARECHAL FLORIANO PEIXOTO, 35, EDIFÍCIO MENKE, LOJA 10",89130000,RUA MARECHAL FLORIANO PEIXOTO,RUA,100
"RUA ALEXANDRIA, SN",45530000,RUA ALEXANDRIA,RUA,22
"RUA SETE DE SETEMBRO, 305",64325000,RUA SETE DE SETEMBRO,RUA,24
"RUA DOUTOR GETÚLIO VARGAS, 560 - SALA TÉRREA",89140000,RUA DOUTOR GETÚLIO VARGAS,RUA,98
"RUA CAP. JEOVÁ COLARES, S/N, PRAÇA DA JUSTIÇA",61940000,RUA CAP. JEOVÁ COLARES,RUA,12
"RUA EDUARDO RAPACCI, 171",17780000,RUA EDUARDO RAPACCI,RUA,56
"RUA URÂNIO, 880 - FORUM ELEITORAL",86800450,RUA URÂNIO,RUA,40
"RUA OTÍLIA DA COSTA, 49",29850000,RUA OTÍLIA DA COSTA,RUA,34
"RUA TEREZINHA LIMA CAMPOS BATISTA, 119 - FORUM ANTONIO B. DE CARVALHO",48500000,RUA TEREZINHA LIMA CAMPOS BATISTA,RUA,20
"RUA WILDE DO NASCIMENTO, S/N",59164000,RUA WILDE DO NASCIMENTO,RUA,65
"RUA JOAO NUNES, 345-A",38120000,RUA JOAO NUNES,RUA,58
RUA LAURO LOPES DIAS N 1020 - FÓRUM ELEITORAL,86930000,RUA LAURO LOPES DIAS N 1020 - FÓRUM ELEITORAL,RUA,56
"RUA PEDREIRAS, 168",65640000,RUA PEDREIRAS,RUA,79
"RUA DOM SEBASTIÃO THOMAZ, 2994",68540000,RUA DOM SEBASTIÃO THOMAZ,RUA,85
RUA MARTINHO DE CAMPOS S/N POSTO AGRICOLA,23515040,RUA MARTINHO DE CAMPOS S/N POSTO AGRICOLA,RUA,56
"RUA DA SOLEDADE, 168",55900000,RUA DA SOLEDADE,RUA,87
"RUA BRIGADEIRO EDUARDO GOMES, ESQUINA COM RUA 124, ÁREA ESPECIAL",72930000,RUA BRIGADEIRO EDUARDO GOMES,RUA,12
"RUA URUGUAI, 157 - TÉRREO",98470000,RUA URUGUAI,RUA,87
"RUA DOUTOR FELÍCIO LAURITO, 84",9725840,RUA DOUTOR FELÍCIO LAURITO,RUA,47
RUA IRACEMA MOISÉS DAS CHAGAS,69445000,RUA IRACEMA MOISÉS DAS CHAGAS,RUA,20
"RUA MONTE CAMBERELA, 342",8110260,RUA MONTE CAMBERELA,RUA,86
"RUA RIO GRANDE DO NORTE, S/N - FÓRUM ELEITORAL",84940000,RUA RIO GRANDE DO NORTE,RUA,66
"RUA DEOLINDO FERREIRA DINIZ,68",32400000,RUA DEOLINDO FERREIRA DINIZ,RUA,93
"RUA JOÃO SOUTO, 764",39400081,RUA JOÃO SOUTO,RUA,39
RUA MARECHAL FLORIANO PEIXOTO 40,28930000,RUA MARECHAL FLORIANO PEIXOTO 40,RUA,60
RUA PASTEUR 973,87750000,RUA PASTEUR 973,RUA,37
RUA TENENTE JOSÉ DE FRANCA S/N,58297000,RUA TENENTE JOSÉ DE FRANCA S/N,RUA,36
"RUA SILVA JARDIM, N 04",38190000,RUA SILVA JARDIM,RUA,92
"RUA NEREU RAMOS, N. 188, SALAS 09, 11 E 13.",88240000,RUA NEREU RAMOS,RUA,9
"RUA HENRIQUE LENZI, 464",95320000,RUA HENRIQUE LENZI,RUA,79
"RUA TIRADENTES, 70",37990000,RUA TIRADENTES,RUA,91
PRAÇA SECA 09,21321010,PRAÇA SECA 09,PRAÇA,71
"TRAVESSA DA SAÚDE, S/N - CENTRO",65530000,TRAVESSA DA SAÚDE,TRAVESSA,1
"TRAVESSA SANTA RITA, 18 - EDIFÍCIO DO FÓRUM",23970000,TRAVESSA SANTA RITA,TRAVESSA,22
"RUA CARLOS LUZ, 306",78260000,RUA CARLOS LUZ,RUA,78
"RUA DEP. LUÍS ROCHA, SN - 8 00H ÀS 14 00H",65208000,RUA DEP. LUÍS ROCHA,RUA,87
RODOVIA MANGABEIRA - KM 01 -  HORÁRIO 8H ÀS 13H,68830000,RODOVIA MANGABEIRA - KM 01 -  HORÁRIO 8H ÀS 13H,RODOVIA,14
"RUA SETE DE SETEMBRO, 296",95520000,RUA SETE DE SETEMBRO,RUA,80
"RUA PERNAMBUCO, 299",35500008,RUA PERNAMBUCO,RUA,76
"RUA MATO GROSSO, 428",9210700,RUA MATO GROSSO,RUA,39
"RUA REGENTE FEIJÓ, S/N - FÓRUM",13019900,RUA REGENTE FEIJÓ,RUA,75
"RUA SENADOR URBANOS SANTOS, S/N",65150000,RUA SENADOR URBANOS SANTOS,RUA,86
"RUA SAINT HILAIRE, 187 - FORUM ELEITORAL - VILA OFICINAS",84035350,RUA SAINT HILAIRE,RUA,32
"RUA DR. RIBEIRO DA LUZ, 707 - CENTRO",37470000,RUA DR. RIBEIRO DA LUZ,RUA,5
RUA OTILIA 210,26391230,RUA OTILIA 210,RUA,27
RUA RIO BRILHANTE N 1114,79130000,RUA RIO BRILHANTE N 1114,RUA,70
"RUA PAISSANDÚ,1550",62400000,RUA PAISSANDÚ,RUA,80
"PRAÇA MONS. JOSÉ MORENO DE SANT'ANA, S/N,  FÓRUM DES. ANTÔNIO GÓES",49980000,PRAÇA MONS. JOSÉ MORENO DE SANT'ANA,PRAÇA,85
"RUA JOÃO STOKLOS, N.200",84500000,RUA JOÃO STOKLOS,RUA,94
"RUA RUI BARBOSA, 212 - FORUM ELEITORAL",86430000,RUA RUI BARBOSA,RUA,53
"RUA JOÃO FERNANDES DE LIMA, S/N",58770000,RUA JOÃO FERNANDES DE LIMA,RUA,2
"RUA MARECHAL DEODORO, 272",96400400,RUA MARECHAL DEODORO,RUA,26
"RUA DR. MANOEL NOVAES, 400 - FÓRUM ROGACIANO CORDEIRO DE ANDRADE",48800000,RUA DR. MANOEL NOVAES,RUA,52
RUA LUCENA S/N (ANTIGO PREDIO DO FORUM LEOPOLDINA),21021320,RUA LUCENA S/N (ANTIGO PREDIO DO FORUM LEOPOLDINA),RUA,59
"PRAÇA CENTRO CÍVICO, N. 51",87200127,PRAÇA CENTRO CÍVICO,PRAÇA,67
"RUA MARIA JACOB, 134 - EDIFICIO DO FORUM",28430000,RUA MARIA JACOB,RUA,73
RUA MINISTRO TAVARES DE LIRA 128,22221060,RUA MINISTRO TAVARES DE LIRA 128,RUA,61
"RUA BRASIL, 441- CENTRO",93010030,RUA BRASIL,RUA,11
"RUA DESEMBARGADOR FERREIRA PINTO, 9, CENTRO, ITABORAÍ",24800205,RUA DESEMBARGADOR FERREIRA PINTO,RUA,82
RUA ANTÔNIO PAULINO 445,79540000,RUA ANTÔNIO PAULINO 445,RUA,52
RUA VISCONDE DE SEPETIBA 987 TERREO,24020200,RUA VISCONDE DE SEPETIBA 987 TERREO,RUA,9
"PRAÇA ANTÔNIO RODRIGUES DA SILVA, 153",47530000,PRAÇA ANTÔNIO RODRIGUES DA SILVA,PRAÇA,60
"RUA FAUSTINO LINO DE ARAUJO, 721 - ED. DO FORUM",76640000,RUA FAUSTINO LINO DE ARAUJO,RUA,75
"RUA MANOEL FRANCO DO AMARAL, 468",32900000,RUA MANOEL FRANCO DO AMARAL,RUA,94
"RUA 09 ESQ COM RUA 19, APM 25, LOTE 3B",72910000,RUA 09 ESQ COM RUA 19,RUA,11
"RUA SÃO GERALDO, 65",79260000,RUA SÃO GERALDO,RUA,41
"RUA SANTA CRUZ, N. 468",13650000,RUA SANTA CRUZ,RUA,32
"RUA GINO MORASSUTTI, 1055",99200000,RUA GINO MORASSUTTI,RUA,63
"RUA DA SOLEDADE, 168",55900000,RUA DA SOLEDADE,RUA,88
"PRAÇA DA BANDEIRA, N 70 - 8H AS 13H",68638000,PRAÇA DA BANDEIRA,PRAÇA,20
"RUA 15 DE NOVEMBRO, N. 215 - CENTRO",79940000,RUA 15 DE NOVEMBRO,RUA,44
"RUA DOUTOR LAURO BORGES, 97",38015020,RUA DOUTOR LAURO BORGES,RUA,17
"RUA MAJOR EDSON-QD 63,SETOR 2",68570000,RUA MAJOR EDSON-QD 63,RUA,24
"RUA JOÃO BOSCO DE ARAÚJO, 200",58700330,RUA JOÃO BOSCO DE ARAÚJO,RUA,22
"PRAÇA DA BANDEIRA, 42 - FORUM",48330000,PRAÇA DA BANDEIRA,PRAÇA,72
"RUA GETÚLIO, 127/ SEGUNDO ANDAR",20775000,RUA GETÚLIO,RUA,81
"RUA ALBERTINO LIRA, N 05, QUINTA DO INGLÊS",44571069,RUA ALBERTINO LIRA,RUA,79
"RUA JOÃO BATISTA WERNERSBACH, 113",29260000,RUA JOÃO BATISTA WERNERSBACH,RUA,33
"PRAÇA SÃO JOSÉ, S/N",59275000,PRAÇA SÃO JOSÉ,PRAÇA,76
"RUA MAJOR CARLO DEL PRETE, 651 - FUNDOS",9530000,RUA MAJOR CARLO DEL PRETE,RUA,50
"RUA FRANCISCO CASTRO, 940, MANGUINHA",64800000,RUA FRANCISCO CASTRO,RUA,26
"RUA DR. ANASTÁCIO VIANA, 1005",13690000,RUA DR. ANASTÁCIO VIANA,RUA,98
"RUA BENJAMIN CONSTANT, 948",64280000,RUA BENJAMIN CONSTANT,RUA,16
"RUA COSTA CABRAL, 985",12120000,RUA COSTA CABRAL,RUA,23
"RUA PEREIRA JUNIOR, 27",65790000,RUA PEREIRA JUNIOR,RUA,92
"RUA JOSÉ BEZERRA, N 64",55730000,RUA JOSÉ BEZERRA,RUA,65
"RUA JOSÉ BARRADAS, 81",55530000,RUA JOSÉ BARRADAS,RUA,84
"RUA QUINZE DE NOVEMBRO, 941",18480000,RUA QUINZE DE NOVEMBRO,RUA,35
"RUA PADRE ÂNGELO, 38",35900491,RUA PADRE ÂNGELO,RUA,100
"RUA DR GERONCIO BRIGIDO NETO, SN - FORUM",62700000,RUA DR GERONCIO BRIGIDO NETO,RUA,82
"RUA ADALBERTO BRAZ, 63",59370000,RUA ADALBERTO BRAZ,RUA,42
"PRAÇA VICTOR KONDER, N. 60, CENTRO",89010150,PRAÇA VICTOR KONDER,PRAÇA,87
RUA APRIGIO INACIO CORDEIRO - FORUM DE CAPOEIRAS,55365000,RUA APRIGIO INACIO CORDEIRO - FORUM DE CAPOEIRAS,RUA,72
"RUA JOÃO MENDES JÚNIOR, 418",7910210,RUA JOÃO MENDES JÚNIOR,RUA,9
RUA REGENTE FEIJÓ S/N - SALA 419 - FÓRUM CENTRAL,13013900,RUA REGENTE FEIJÓ S/N - SALA 419 - FÓRUM CENTRAL,RUA,78
"RUA DOZE DE MAIO, 1.045 - CENTRO - ATENDIMENTO AO PÚBLICO DE 8H AS 13H",68145000,RUA DOZE DE MAIO,RUA,98
RUA CECILIA LEITE 89,69850000,RUA CECILIA LEITE 89,RUA,25
"RUA ARGEMIRO AGUILAR, 425, CENTRO",39900000,RUA ARGEMIRO AGUILAR,RUA,1
"RUA JOSÉ BONIFÁCIO, 132",13631062,RUA JOSÉ BONIFÁCIO,RUA,3
"RUA PROFESSOR OLÍMPIO GONZAGA, 220",38610000,RUA PROFESSOR OLÍMPIO GONZAGA,RUA,21
"RUA MANOEL SERAFIM, 1227",93220250,RUA MANOEL SERAFIM,RUA,17
"PRAÇA MARIA JOVITA ARAGÃO, S/N",49550000,PRAÇA MARIA JOVITA ARAGÃO,PRAÇA,79
"RUA VEREADORA MARIA JOSÉ PEREIRA PACHECO, 01",57275000,RUA VEREADORA MARIA JOSÉ PEREIRA PACHECO,RUA,70
"RUA GENERAL VICENTE DE PAULA COUTINHO, 22",7803050,RUA GENERAL VICENTE DE PAULA COUTINHO,RUA,10
"RUA DUQUE DE CAXIAS, S/N",45710000,RUA DUQUE DE CAXIAS,RUA,36
"RUA 8, 819",13500144,RUA 8,RUA,27
TRAVESSA SANTA TEREZINHA,68285000,TRAVESSA SANTA TEREZINHA,TRAVESSA,26
"RUA PADRE PEDRO PINTO, 5020",31660000,RUA PADRE PEDRO PINTO,RUA,14
"RUA ROSALVO OLÍMPIO COSTA, SN, AO LADO DO FÓRUM",73814085,RUA ROSALVO OLÍMPIO COSTA,RUA,33
"RUA AURORA RAMOS, 145",37730000,RUA AURORA RAMOS,RUA,37
"RUA FIGUEIREDO CAMARGO, 1133, SALA 201",21870210,RUA FIGUEIREDO CAMARGO,RUA,94
"RUA LADISLAU COIMBRA, N. 177",57680000,RUA LADISLAU COIMBRA,RUA,45
"RUA EUCLIDES JOSE DA SILVA, 145 - NA RUA DO 22 BPM",55750000,RUA EUCLIDES JOSE DA SILVA,RUA,31
"ESTRADA MUNICIPAL, N 340",84950000,ESTRADA MUNICIPAL,ESTRADA,81
"RUA 22 DE DEZEMBRO, 181",57420000,RUA 22 DE DEZEMBRO,RUA,44
"RUA LUIZ RIBEIRO SALGADO, 20 - SALA 8",18870000,RUA LUIZ RIBEIRO SALGADO,RUA,5
"PRAÇA REINALDO ALVES DE BRITO, 38",35400000,PRAÇA REINALDO ALVES DE BRITO,PRAÇA,56
"RUA ESAURA SFALSIN ROSA, 15, ESQUINA COM AVENIDA CASTELO BRANCO",29193084,RUA ESAURA SFALSIN ROSA,RUA,29
"RUA CARRIL PFLANZER, N. 69, CENTRO",89340000,RUA CARRIL PFLANZER,RUA,1
"RUA VICENTE NERI,  78",58550000,RUA VICENTE NERI,RUA,32
"RUA JOSÉ JÚLIO, 19 - MATRIZ",36415000,RUA JOSÉ JÚLIO,RUA,61
RUA WALMIR BEZERRA S/N,69255000,RUA WALMIR BEZERRA S/N,RUA,30
"RUA MANOEL DE SOUSA FURTADO, S/N, 148 - 8H ÀS 13H",68420000,RUA MANOEL DE SOUSA FURTADO,RUA,100
"RUA ANGELO ZEN, 53 - FORUM ELEITORAL",83005620,RUA ANGELO ZEN,RUA,58
"RUA LIBERATO JOSÉ, 281",64585000,RUA LIBERATO JOSÉ,RUA,56
RUA JAGUARUNA 38,89201450,RUA JAGUARUNA 38,RUA,3
"RUA JOAQUIM EDILMAR AMARO, 150, BUGI",63501010,RUA JOAQUIM EDILMAR AMARO,RUA,97
"RUA DR. LUIZ CARLOS, S/N",59650000,RUA DR. LUIZ CARLOS,RUA,43
"RUA LAFAIÉTE SPÍNOLA DE CASTRO, 1463 - SEGUNDO ANDAR",15025510,RUA LAFAIÉTE SPÍNOLA DE CASTRO,RUA,56
"TRAVESSA PAES DE CARVALHO, 481",68130000,TRAVESSA PAES DE CARVALHO,TRAVESSA,17
RUA MAL FLORIANO PEIXOTO N 296 - QUINTO ANDAR,96200380,RUA MAL FLORIANO PEIXOTO N 296 - QUINTO ANDAR,RUA,91
"PRAÇA AURINO LOPES DA SILVA, S/N.",48880000,PRAÇA AURINO LOPES DA SILVA,PRAÇA,75
"RUA OLÍVIA TEIXEIRA DA SILVA, 85",28500000,RUA OLÍVIA TEIXEIRA DA SILVA,RUA,74
"RUA JÚLIO DE CASTILHOS, 60 - TÉRREO",99010690,RUA JÚLIO DE CASTILHOS,RUA,83
"RUA VER. JOAO GONCALVES  SANTOS, 1021",56180000,RUA VER. JOAO GONCALVES  SANTOS,RUA,68
"RUA FELINTO EVANGELISTA PRIMO, S/N,  ANEXO AO FÓRUM LOCAL",58780000,RUA FELINTO EVANGELISTA PRIMO,RUA,10
RUA VISCONDE DE QUISSAMA 174,27910020,RUA VISCONDE DE QUISSAMA 174,RUA,88
"RUA DR. OLINTO DE ABREU, 129",35365000,RUA DR. OLINTO DE ABREU,RUA,97
"RUA PADRE ZEFERINO MARIA, S/N, CENTRO",58340000,RUA PADRE ZEFERINO MARIA,RUA,41
"RUA CEL. JOSÉ VENTURA, 53 - FÓRUM CÂNDIDO SANTOS",43850000,RUA CEL. JOSÉ VENTURA,RUA,84
"RUA ITABAIANA, 580",49015110,RUA ITABAIANA,RUA,76
"RUA FILADELFO CARDOSO, 777, FÓRUM JOSÉ CARLITO CARNEIRO DOURADO",44905000,RUA FILADELFO CARDOSO,RUA,41
"RUA 46, QD. 10, N. 125, EDIFICIO DO FORUM LOCAL",76310000,RUA 46,RUA,66
"RUA MANOEL SERAFIM DOS SANTOS, 26",55665000,RUA MANOEL SERAFIM DOS SANTOS,RUA,70
"ESTRADA DE TAIPAS,412",2991000,ESTRADA DE TAIPAS,ESTRADA,95
"RUA GODOFREDO VIANA, 400",22730020,RUA GODOFREDO VIANA,RUA,82
"RUA NOSSA SENHORA APARECIDA, 167",18520000,RUA NOSSA SENHORA APARECIDA,RUA,90
"RUA DUQUE DE CAXIAS, 45",79320060,RUA DUQUE DE CAXIAS,RUA,54
"RUA GETÚLIO VARGAS, QD-A, LT-4, CENTRO - PROX. COL.EST.CASTELO BRANCO",73850000,RUA GETÚLIO VARGAS,RUA,30
"RUA GUADALAJARA, S/N",64970000,RUA GUADALAJARA,RUA,46
"RUA JOSÉ NÓBREGA DA SILVA, S/N., SETOR SENA MARQUES",78600000,RUA JOSÉ NÓBREGA DA SILVA,RUA,82
"RUA CORONEL JOAQUIM DO PRADO, 477",12701370,RUA CORONEL JOAQUIM DO PRADO,RUA,95
RUA MANOEL FERREIRA SN,64730000,RUA MANOEL FERREIRA SN,RUA,15
"RUA DR. PAULO DE ALMEIDA GOMES, 106, ANTIGA SANTA CASA",11990000,RUA DR. PAULO DE ALMEIDA GOMES,RUA,82
"RUA MONSENHOR FERRARI, 466",18600310,RUA MONSENHOR FERRARI,RUA,65
"RUA DR MARCOLINO DE BARROS, S/N",48960000,RUA DR MARCOLINO DE BARROS,RUA,37
"RUA MAJOR CARLO DEL PRETE, 651",9530000,RUA MAJOR CARLO DEL PRETE,RUA,49
"RUA ANISIO SERRÃO, 2004",76963804,RUA ANISIO SERRÃO,RUA,3
"PRAÇA DO FÓRUM, 46",37420000,PRAÇA DO FÓRUM,PRAÇA,35
"RUA PADRE ALAOR, 109",38184018,RUA PADRE ALAOR,RUA,7
RUA JARDIM BOTÂNICO 1060,22460000,RUA JARDIM BOTÂNICO 1060,RUA,85
"PRAÇA CENTRO CÍVICO, 51",87200127,PRAÇA CENTRO CÍVICO,PRAÇA,66
"RUA MANOEL SERAFIM, 1227",93220250,RUA MANOEL SERAFIM,RUA,18
RUA SETE DE SETEMBRO 1370,19015080,RUA SETE DE SETEMBRO 1370,RUA,12
PRAÇA 2 DE JULHO- S/N - FÓRUM DES. ADOLFO  LEITÃO GUERRA,44790000,PRAÇA 2 DE JULHO- S/N - FÓRUM DES. ADOLFO  LEITÃO GUERRA,PRAÇA,3
"RUA FRANCISCO PORTELA, 2775-A",24435001,RUA FRANCISCO PORTELA,RUA,21
"RUA FELIX DIAS, 131",35640000,RUA FELIX DIAS,RUA,73
